Date,Temp,Sal,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1962-03-07T08:45,2.9,31.759,17.64,0.82,11.3,,0.72,10200,0,10200,5.2,0,5.2,Max Gillbricht
1962-03-08T09:00,2.6,,,,,,,,,,,,,
1962-03-10T09:00,3.1,32.023,16.57,0.8,10.6,,0.69,3000,0,3000,0.06,0,0.06,Max Gillbricht
1962-03-13T09:35,2.2,30.77,21.5,0.99,13.5,,,,,,,,,
1962-03-15T09:25,2.1,30.124,24.07,1.17,16.4,,0.9,,,,,,,
1962-03-16T09:00,2.3,,,,,,,,,,,,,
1962-03-17T09:00,2.5,29.946,25.57,1.22,15.8,,0.99,,,,,,,
1962-03-20T09:00,3,29.415,26.14,1.12,9.6,,0.89,2200,2200,0,1.54,1.54,0,Max Gillbricht
1962-03-22T09:35,3,30.203,24.21,1.04,15.6,,0.99,,,,,,,
1962-03-24T09:45,3.1,30.558,24.64,0.95,15,,0.83,200,0,200,0.2,0,0.2,Max Gillbricht
1962-03-26T09:55,3,29.865,26.5,1.13,14,,0.92,200,200,0,0.4,0.4,0,Max Gillbricht
1962-03-28T09:15,3.4,30.559,22.85,0.95,11.1,,0.9,,,,,,,
1962-03-30T09:35,3.7,30.886,22.43,0.88,12.7,,0.8,,,,,,,
1962-04-02T10:05,3.9,31.75,,,,,,400,400,0,0.86,0.86,0,Max Gillbricht
1962-04-04T08:55,3.9,31.811,,,,,,,,,,,,
1962-04-05T09:00,4.1,,,,,,,,,,,,,
1962-04-06T09:05,4.1,32.037,,,,,,400,400,0,0.24,0.24,0,Max Gillbricht
1962-04-09T09:00,4.1,,,,,,,,,,,,,
1962-04-10T09:00,4.2,,,,,,,,,,,,,
1962-04-11T09:55,4.5,32.27,16.71,0.64,9.3,26.65,0.91,3400,0,3400,1.2,0,1.2,Max Gillbricht
1962-04-17T08:10,5.1,29.328,25.28,1.48,12.3,39.06,0.72,,,,,,,
1962-04-18T09:00,4.9,,,,,,,,,,,,,
1962-04-19T09:05,5,32.11,16.28,0.92,11.2,28.4,0.6,,,,,,,
1962-04-24T10:05,6.5,29.779,23.35,1.33,8.7,33.38,0.85,6800,800,6000,5.76,0.36,5.4,Max Gillbricht
1962-04-25T09:00,6.2,,,,,,,,,,,,,
1962-04-26T09:50,6.6,29.126,28.28,1.67,14.3,44.25,0.71,7600,7400,200,0.69,0.59,0.1,Max Gillbricht
1962-04-27T09:00,6.3,,,,,,,,,,,,,
1962-04-30T14:40,7,30.235,23.78,1.29,13,38.07,0.81,31000,30600,400,10.12,9.92,0.2,Max Gillbricht
1962-05-02T09:00,6.8,30.4,24,1.32,12.1,37.42,0.51,14200,10800,3400,2.37,1.77,0.6,Max Gillbricht
1962-05-03T09:00,6.9,,,,,,,,,,,,,
1962-05-04T10:10,6.6,30.883,22.78,1.17,12.6,36.55,0.44,12200,11800,400,6.09,5.87,0.22,Max Gillbricht
1962-05-05T09:00,6.8,,,,,,,,,,,,,
1962-05-07T09:00,7.6,,,,,,,,,,,,,
1962-05-08T08:15,8,29.6,24.85,1.49,13.1,39.44,0.27,152600,125200,27400,10.4,7.26,3.14,Max Gillbricht
1962-05-09T08:10,8.4,29.713,23.78,1.4,10.8,35.98,0.24,82400,65400,17000,8.66,4.4,4.26,Max Gillbricht
1962-05-10T08:15,8,29.119,30.21,1.45,7.7,39.36,0.56,20000,13800,6200,3.11,1.39,1.72,Max Gillbricht
1962-05-11T09:00,7.9,29.681,27.71,1.32,14,43.03,0.38,20400,17000,3400,4.16,3.8,0.36,Max Gillbricht
1962-05-14T09:20,8.7,27.648,34.42,1.15,7.1,42.67,0.42,47800,44600,3200,11.2,9.5,1.7,Max Gillbricht
1962-05-15T09:15,8.3,29.091,28.21,0.96,7.3,36.47,0.34,95400,92000,3400,10.49,10.17,0.32,Max Gillbricht
1962-05-16T08:15,7.8,30.375,22.42,0.92,6.9,30.24,0.32,75600,71200,4400,3.68,2.86,0.82,Max Gillbricht
1962-05-17T08:20,8.6,29.496,24,0.9,7.3,32.2,0.15,298700,293300,5400,13.62,12.12,1.5,Max Gillbricht
1962-05-18T08:20,8.6,30.231,20.5,0.87,6.8,28.17,0.16,509400,505400,4000,18.13,14.83,3.3,Max Gillbricht
1962-05-19T08:10,8.1,30.701,19.42,0.77,8.4,28.59,0.21,365000,362000,3000,12.38,10.88,1.5,Max Gillbricht
1962-05-21T08:20,8.8,31.22,19.42,0.76,10.9,31.08,0.16,705000,701400,3600,20.8,16.64,4.16,Max Gillbricht
1962-05-22T09:00,8.6,,,,,,,,,,,,,
1962-05-23T09:15,8.5,31.808,18.85,0.01,9.1,27.96,0.18,317000,305600,11400,18.47,9.55,8.92,Max Gillbricht
1962-05-24T08:50,8.6,31.949,18.5,0.4,5.8,24.7,0.05,105200,94400,10800,21.91,11.69,10.22,Max Gillbricht
1962-05-25T08:50,8.8,31.594,19.42,0.57,5.8,25.79,0.14,200000,193600,6400,11.14,6.84,4.3,Max Gillbricht
1962-05-28T09:00,9.5,,,,,,,,,,,,,
1962-05-29T08:30,9.9,30.384,17.42,0.35,4.9,22.67,0.07,76200,68800,7400,9.16,5.34,3.82,Max Gillbricht
1962-05-30T08:45,10,30.839,14.42,0.35,5.9,20.67,0.29,49800,43000,6800,20.81,16.94,3.87,Max Gillbricht
1962-06-01T09:25,8.8,32.123,12.21,0.12,7,19.33,0.39,6400,200,6200,2.96,0.1,2.86,Max Gillbricht
1962-06-02T09:00,9.3,31.421,14.57,0.33,6.1,21,0.23,16200,10000,6200,4.84,0.74,4.1,Max Gillbricht
1962-06-04T09:20,10.1,30.462,17.28,0.28,9.8,27.36,0.66,13100,4000,9100,6.95,1.01,5.94,Max Gillbricht
1962-06-05T09:45,10.2,30.71,15.35,0.32,11.3,26.97,0.66,10460,4060,6400,5,3.12,1.88,Max Gillbricht
1962-06-06T08:45,11.2,29.766,16.92,0.3,9.7,26.92,0.52,82200,61000,21200,15.53,10.55,4.98,Max Gillbricht
1962-06-07T09:00,12.6,,,,,,,,,,,,,
1962-06-08T09:10,12.6,28.444,19.21,0.34,10.9,30.45,0.64,77700,67300,10400,24.33,20.41,3.92,Max Gillbricht
1962-06-12T08:55,11,30.394,14.64,0.27,7.8,22.71,0.21,64200,54800,9400,24.2,18.5,5.7,Max Gillbricht
1962-06-13T09:00,12.1,,,,,,,,,,,,,
1962-06-14T08:50,12.8,29.319,14.28,0.32,9.1,23.7,0.1,204200,203400,800,78.05,77.05,1,Max Gillbricht
1962-06-15T09:00,12.8,,,,,,,,,,,,,
1962-06-16T09:50,12.8,30.361,12.28,0.25,6.5,19.03,0.15,88800,85600,3200,75.9,74.2,1.7,Max Gillbricht
1962-06-18T09:00,13.2,29.697,11.71,0.3,9.2,21.21,0.14,90300,86900,3400,63.27,59.95,3.32,Max Gillbricht
1962-06-19T09:00,14.2,,,,,,,,,,,,,
1962-06-20T09:15,12.3,30.847,9.64,0.27,7.1,17.01,0.15,94400,88000,6400,64.72,58.06,6.66,Max Gillbricht
1962-06-21T09:00,13.4,,,,,,,,,,,,,
1962-06-22T09:05,13.6,30.038,9.78,0.27,8.1,18.15,0.17,135900,117300,18600,88.16,81.65,6.51,Max Gillbricht
1962-06-26T08:45,12.8,31.223,8.64,0.3,6.4,15.34,0.16,16400,14600,1800,48.1,42.5,5.6,Max Gillbricht
1962-06-29T09:30,12.8,30.763,8.78,0.33,7.6,16.71,0.34,86200,82400,3800,22.26,21.2,1.06,Max Gillbricht
1962-06-30T09:00,12.6,,,,,,,,,,,,,
1962-07-02T09:20,12.4,31.367,7.28,0.32,9.1,16.7,0.27,58600,47200,11400,21.68,16.5,5.18,Max Gillbricht
1962-07-05T09:00,13.4,,,,,,,,,,,,,
1962-07-06T09:00,13.3,,,,,,,,,,,,,
1962-07-07T09:00,13.5,,,,,,,,,,,,,
1962-07-09T09:00,13.6,,,,,,,,,,,,,
1962-07-10T08:00,13.7,30.1,6.92,0.4,11,18.32,0.48,16200,15400,800,9.82,8.26,1.56,Max Gillbricht
1962-07-11T08:55,14,30.36,6.28,0.4,11.7,18.38,0.46,101100,82900,18200,40.94,38.16,2.78,Max Gillbricht
1962-07-12T09:00,13.9,,,,,,,,,,,,,
1962-07-13T08:45,13.7,30.819,5.92,0.39,10.3,16.61,0.45,90600,86600,4000,46.88,45.82,1.06,Max Gillbricht
1962-07-16T09:00,15.1,,,,,,,,,,,,,
1962-07-18T09:20,15.4,30.453,2.64,0.27,11,13.91,0.28,154200,153600,600,76.54,74.34,2.2,Max Gillbricht
1962-07-19T09:00,15.1,,,,,,,,,,,,,
1962-07-20T08:25,15.6,29.751,2.28,0.3,8.1,10.68,0.28,552500,551500,1000,196.72,195,1.72,Max Gillbricht
1962-07-21T08:30,15.1,30.976,3,0.27,7.6,10.87,0.24,165100,163500,1600,53.76,50.04,3.72,Max Gillbricht
1962-07-23T09:20,14.8,30.901,2.57,0.25,8.3,11.12,0.26,356400,346400,10000,105.26,100.7,4.56,Max Gillbricht
1962-07-24T09:00,14.6,,,,,,,,,,,,,
1962-07-25T08:55,15.8,29.64,1.5,0.29,10.8,12.59,0.25,254100,246900,7200,60.57,57.32,3.25,Max Gillbricht
1962-07-28T09:00,15.9,,,,,,,,,,,,,
1962-07-30T09:10,15.9,28.971,2.64,0.28,8.8,11.72,0.27,27200,11200,16000,8.6,3.92,4.68,Max Gillbricht
1962-07-31T09:00,15.6,,,,,,,,,,,,,
1962-08-01T09:20,15.3,30.526,2.14,0.3,10.4,12.84,0.25,17700,10400,7300,6.76,3.3,3.46,Max Gillbricht
1962-08-02T09:00,15.8,,,,,,,,,,,,,
1962-08-03T08:20,15.8,30.234,2.5,0.21,11.1,13.81,0.28,8300,6900,1400,10.82,7.12,3.7,Max Gillbricht
1962-08-04T09:00,16.1,,,,,,,,,,,,,
1962-08-06T09:45,15.8,29.779,2.07,0.21,9.6,11.88,0.19,38200,7600,30600,17.98,7.7,10.28,Max Gillbricht
1962-08-07T09:00,16.1,,,,,,,,,,,,,
1962-08-09T08:05,14.8,30.888,3.85,0.32,9.7,13.87,0.46,6900,3500,3400,4.35,0.55,3.8,Max Gillbricht
1962-08-10T09:45,15.3,30.116,4.85,0.35,12.2,17.4,0.26,4300,3500,800,6.55,4.59,1.96,Max Gillbricht
1962-08-11T09:00,15.1,,,,,,,,,,,,,
1962-08-13T08:15,15.2,30.162,3.5,0.37,8.7,12.57,0.3,4000,200,3800,2.4,0.2,2.2,Max Gillbricht
1962-08-14T09:00,15.1,,,,,,,,,,,,,
1962-08-15T08:15,15.3,30.234,4.92,0.4,11.3,16.62,0.25,9500,700,8800,6.97,0.35,6.62,Max Gillbricht
1962-08-16T09:00,15.1,,,,,,,,,,,,,
1962-08-17T09:15,15.1,31.938,2.28,0.27,9.4,11.95,,5900,1200,4700,18.1,0.7,17.4,Max Gillbricht
1962-08-18T09:00,15,,,,,,,,,,,,,
1962-08-20T10:00,15.5,31.595,2.5,0.48,10.4,13.38,0.27,6300,3400,2900,15.6,4.8,10.8,Max Gillbricht
1962-08-21T09:00,15.4,,,,,,,,,,,,,
1962-08-22T09:55,15.2,32.002,2.78,0.32,8.1,11.2,0.37,5000,600,4400,16.2,0.4,15.8,Max Gillbricht
1962-08-23T09:00,15.1,,,,,,,,,,,,,
1962-08-24T10:55,15.2,31.804,3.28,0.37,9.8,13.45,0.42,12100,4400,7700,21.88,3.62,18.26,Max Gillbricht
1962-08-27T10:15,15,31.446,5.14,0.65,12.5,18.29,0.61,3400,1600,1800,8.1,0.9,7.2,Max Gillbricht
1962-08-28T09:00,15,,,,,,,,,,,,,
1962-08-29T10:20,15,30.358,6.57,0.7,12.5,19.77,0.64,17000,13100,3900,27.38,12.18,15.2,Max Gillbricht
1962-08-30T09:00,15.3,,,,,,,,,,,,,
1962-09-01T10:00,15,31.338,4.92,0.51,9.6,15.03,0.52,19900,3600,16300,26.24,2.32,23.92,Max Gillbricht
1962-09-03T09:50,15.3,31.29,4.71,0.5,11.5,16.71,0.69,49000,11600,37400,54.29,16.75,37.54,Max Gillbricht
1962-09-04T09:00,15.2,,,,,,,,,,,,,
1962-09-05T08:20,15.1,31.202,4.21,0.45,8.9,13.56,0.45,42900,33900,9000,92.66,67.16,25.5,Max Gillbricht
1962-09-06T09:00,15.2,,,,,,,,,,,,,
1962-09-07T08:50,15.3,31.564,3.28,0.35,7.6,11.23,0.46,95500,76500,19000,261.17,225.65,35.52,Max Gillbricht
1962-09-10T10:10,15.3,31.443,4.71,0.52,9.4,14.63,0.41,152600,128800,23800,162.33,138.34,23.99,Max Gillbricht
1962-09-11T09:00,15.1,,,,,,,,,,,,,
1962-09-12T10:00,15.3,31.552,2.57,0.27,6.8,9.64,0.51,67600,64300,3300,66.8,54.5,12.3,Max Gillbricht
1962-09-14T10:15,14.8,31.383,3.78,0.45,7.4,11.63,0.47,51500,45400,6100,39.23,18.71,20.52,Max Gillbricht
1962-09-15T09:00,14.8,,,,,,,,,,,,,
1962-09-17T09:30,14.6,31.413,3.71,0.39,7.4,11.5,0.48,34500,20000,14500,32.54,15.62,16.92,Max Gillbricht
1962-09-18T09:00,14.6,,,,,,,,,,,,,
1962-09-19T09:45,14.7,31.396,3.21,0.32,7.5,11.03,0.36,3216300,3200800,15500,358.38,330.22,28.16,Max Gillbricht
1962-09-20T09:00,14.6,,,,,,,,,,,,,
1962-09-22T09:35,14.6,31.405,2.64,0.33,8.4,11.37,0.37,47200,40000,7200,45.2,26.2,19,Max Gillbricht
1962-09-24T09:15,14.6,30.692,6.07,0.47,7.3,13.84,0.39,215600,188400,27200,112.32,102.84,9.48,Max Gillbricht
1962-09-25T09:00,14.5,,,,,,,,,,,,,
1962-09-27T07:55,14.4,31.312,3.07,0.34,7.2,10.61,0.26,98100,92100,6000,83.57,72.71,10.86,Max Gillbricht
1962-09-28T07:55,14.5,31.99,1.42,0.12,4,5.54,0.2,39800,33600,6200,30.98,21.12,9.86,Max Gillbricht
1962-09-29T09:00,14.4,,,,,,,,,,,,,
1962-10-01T09:00,14.5,32.205,1.5,0.2,4.1,5.8,0.28,110400,89000,21400,61.95,54.55,7.4,Max Gillbricht
1962-10-02T09:00,14.7,,,,,,,,,,,,,
1962-10-03T09:35,14.9,32.907,1,0.15,5.2,6.35,0.12,50000,45400,4600,41.58,34.82,6.76,Max Gillbricht
1962-10-04T09:00,14.8,,,,,,,,,,,,,
1962-10-05T07:50,14.6,32.659,1,0.11,4,5.11,0.28,118620,102420,16200,73.93,59.83,14.1,Max Gillbricht
1962-10-06T09:00,14.7,,,,,,,,,,,,,
1962-10-08T08:50,14.4,32.505,1,0.1,4,5.1,0.21,159400,133200,26200,107.55,94.43,13.12,Max Gillbricht
1962-10-09T09:00,14.3,,,,,,,,,,,,,
1962-10-10T09:05,14.3,32.157,2.14,0.12,4,6.26,0.06,156000,136200,19800,81.65,70.55,11.1,Max Gillbricht
1962-10-11T09:00,14.3,,,,,,,,,,,,,
1962-10-12T09:20,14.1,32.516,1.85,0.08,4,5.93,0.26,60000,48200,11800,69.67,38.25,31.42,Max Gillbricht
1962-10-15T09:20,13.6,31.681,4.14,0.24,7.1,11.48,0.93,122100,102900,19200,27.55,19.85,7.7,Max Gillbricht
1962-10-16T09:00,14.1,,,,,,,,,,,,,
1962-10-17T09:15,14.1,32.612,2.5,0.18,8.2,10.88,0.86,34600,31000,3600,12.49,7.79,4.7,Max Gillbricht
1962-10-18T09:00,14,,,,,,,,,,,,,
1962-10-19T09:40,13.6,32.927,2.07,0.2,8.9,11.17,0.61,29800,29400,400,11.92,10.92,1,Max Gillbricht
1962-10-20T09:00,13.6,,,,,,,,,,,,,
1962-10-22T09:20,13.3,31.814,3.78,0.33,8.7,12.81,0.84,18200,10400,7800,8.27,2.07,6.2,Max Gillbricht
1962-10-23T09:00,13,,,,,,,,,,,,,
1962-10-24T07:50,12.8,31.407,4.57,0.35,7.3,12.22,0.49,329800,309100,20700,119.99,99.13,20.86,Max Gillbricht
1962-10-25T09:00,13,,,,,,,,,,,,,
1962-10-26T09:25,12.9,31.74,3.28,0.24,5,8.52,0.39,136200,128300,7900,60.57,42.51,18.06,Max Gillbricht
1962-10-29T09:35,12.5,32.152,3.71,0.32,6.7,10.73,0.47,200,0,200,0.8,0,0.8,Max Gillbricht
1962-11-01T09:20,12.3,32.585,2.57,0.24,7.1,9.91,0.45,39000,36400,2600,5.27,2.23,3.04,Max Gillbricht
1962-11-02T08:00,11.8,32.615,2.92,0.25,8.8,11.97,0.31,41200,37800,3400,3.97,2.99,0.98,Max Gillbricht
1962-11-03T09:00,11.9,,,,,,,,,,,,,
1962-11-05T07:50,12,32.862,2.35,0.2,6.6,9.15,0.45,13800,10600,3200,2.1,1.6,0.5,Max Gillbricht
1962-11-07T09:10,12,33.183,1.85,0.2,7.2,9.25,0.24,3200,2800,400,2.54,0.94,1.6,Max Gillbricht
1962-11-12T08:40,10.6,33.638,1.71,0.16,5.7,7.57,0.4,600,400,200,1.4,0.6,0.8,Max Gillbricht
1962-11-13T09:00,10.7,,,,,,,,,,,,,
1962-11-14T08:00,10.6,33.903,1.57,0.19,8.1,9.86,0.46,2600,1200,1400,5.66,0.7,4.96,Max Gillbricht
1962-11-15T09:00,10,,,,,,,,,,,,,
1962-11-16T10:25,10.1,33.853,1.78,0.2,7.1,9.08,0.64,10200,10000,200,3.8,3,0.8,Max Gillbricht
1962-11-17T09:00,9.5,,,,,,,,,,,,,
1962-11-19T08:00,9.2,33.662,2.5,0.25,7,9.75,0.54,3600,3000,600,7.76,6,1.76,Max Gillbricht
1962-11-20T09:00,9.4,,,,,,,,,,,,,
1962-11-22T09:30,9.2,33.806,1.57,0.22,9.9,11.69,,32600,32000,600,5.8,3.4,2.4,Max Gillbricht
1962-11-23T08:40,8.8,33.751,2.14,0.25,6.6,8.99,0.59,800,400,400,1.62,0.02,1.6,Max Gillbricht
1962-11-26T09:25,8.8,33.745,2,0.23,6.2,8.43,0.55,4200,3800,400,4.43,2.83,1.6,Max Gillbricht
1962-11-27T09:00,9,,,,,,,,,,,,,
1962-11-28T09:50,9,33.778,1.92,0.27,6.1,8.29,0.5,3200,0,3200,1.1,0,1.1,Max Gillbricht
1962-11-29T09:00,9.1,,,,,,,,,,,,,
1962-11-30T09:00,8.9,,,,,,,,,,,,,
1962-12-01T09:00,8.5,,,,,,,,,,,,,
1962-12-03T09:20,7.5,33.703,2.78,0.37,7.9,11.05,0.45,4000,3400,600,2.73,0.33,2.4,Max Gillbricht
1962-12-04T09:00,7.9,,,,,,,,,,,,,
1962-12-05T09:55,8,33.669,3.14,0.37,7.6,11.11,0.37,1000,0,1000,4,0,4,Max Gillbricht
1962-12-06T09:00,7.8,,,,,,,,,,,,,
1962-12-07T09:25,7.9,33.56,3.28,0.48,7.6,11.36,0.69,10400,10000,400,4.6,3,1.6,Max Gillbricht
1962-12-12T10:05,7.4,33.536,3.85,0.53,7.9,12.28,0.39,2400,2400,0,1.4,1.4,0,Max Gillbricht
1962-12-13T09:00,7.2,,,,,,,,,,,,,
1962-12-14T10:20,7.1,33.528,3.85,0.62,8.3,12.77,0.93,6100,6100,0,2.51,2.51,0,Max Gillbricht
1962-12-15T09:00,6.9,,,,,,,,,,,,,
1962-12-17T09:30,6.8,33.442,4.35,0.7,9,14.05,0.78,3800,3600,200,2.56,1.76,0.8,Max Gillbricht
1962-12-18T09:00,6.4,,,,,,,,,,,,,
1962-12-20T09:00,5.8,33.183,5.64,0.89,9.4,15.93,0.75,3600,3200,400,3.12,2.2,0.92,Max Gillbricht
1962-12-27T09:00,5.4,,,,,,,,,,,,,
1962-12-28T09:40,4.9,33.647,2.85,0.65,10.6,14.1,0.71,2800,2600,200,1.88,1.08,0.8,Max Gillbricht
