Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1988-02-02T09:10,6.4,32.298,2.7,40,1.77,3.4,45.17,0.87,28.4,1268320,3920,1264400,29.92,0.9,29.02,Klaus Treutner
1988-02-03T08:15,6,32.283,2.4,35.79,1.65,3.88,41.32,0.8,32,1371120,800,1370320,27.67,0.24,27.43,Klaus Treutner
1988-02-04T08:25,6.2,32.346,2,34.7,1.57,2.84,39.11,0.77,27.2,852240,2000,850240,17.62,0.6,17.02,Klaus Treutner
1988-02-05T08:40,6,32.365,2,34.7,1.53,2.84,34.07,0.79,27.2,977840,3680,974160,24.18,0.98,23.2,Klaus Treutner
1988-02-08T08:40,5.8,32.39,2,34.71,1.5,2.24,38.45,0.74,30,1373680,3120,1370560,28.11,0.66,27.46,Klaus Treutner
1988-02-09T08:05,5.9,32.369,2.5,33.17,1.54,2.5,37.21,0.82,27.2,1104520,4160,1100360,23.04,1.01,22.04,Klaus Treutner
1988-02-11T09:30,5.6,31.972,0.8,33.17,1.57,2.5,37.58,0.87,27.2,809200,5200,804000,21.34,1.56,19.78,Klaus Treutner
1988-02-12T08:30,5.7,32.167,1.6,33.68,1.5,2.09,37.27,0.88,31.2,733920,3920,730000,22.3,0.7,21.6,Klaus Treutner
1988-02-15T08:25,5.3,32.118,2,33.46,1.48,3.97,38.91,0.92,29.6,1193560,3280,1190280,28.79,0.46,28.33,Klaus Treutner
1988-02-16T08:10,5.3,32.271,2.5,33.76,1.39,4.33,39.48,0.99,20.9,976880,2640,974240,24.05,0.85,23.2,Klaus Treutner
1988-02-17T08:25,5.4,32.241,1,31.97,0.95,2.38,35.3,0.83,13.2,1222160,3000,1219160,31.83,1.48,30.35,Klaus Treutner
1988-02-18T08:40,5.4,32.141,1.6,29.27,0.34,3.05,32.66,0.81,14.8,818880,4640,814240,21.29,1.25,20.04,Klaus Treutner
1988-02-19T08:25,5.4,32.043,1,32.29,0.86,3.18,36.33,0.78,15.6,1448680,4480,1444200,34.7,2.1,32.6,Klaus Treutner
1988-02-22T08:10,5.5,31.792,2,32.71,1.01,2.75,36.47,0.59,16.8,1022800,3600,1019200,27.3,0.95,26.35,Klaus Treutner
1988-02-23T08:15,5.3,31.804,1.5,23.52,0.98,2.12,26.62,0.59,12.8,980920,1680,979240,26.13,0.58,25.55,Klaus Treutner
1988-02-24T08:05,4.8,31.162,1.5,40.54,1.05,2.29,43.88,0.98,18,1365800,1440,1364360,37.4,1.38,36.02,Klaus Treutner
1988-02-25T08:35,4.2,29.449,1,54.24,1.33,4.7,60.27,1.2,26.4,1491920,2760,1489160,37.95,2.2,35.75,Klaus Treutner
1988-02-26T08:15,3.8,28.045,1,64.64,1.41,5.62,71.67,1.35,32.4,1647120,2600,1644520,40.17,3.54,36.63,Klaus Treutner
1988-02-29T08:40,4.6,31.219,1,39.33,0.68,4.46,44.47,0.74,19.6,1923720,3720,1920000,48.19,3.79,44.4,Klaus Treutner
1988-03-01T08:20,4.2,31.259,1,44.7,0.68,3.14,48.52,0.84,22.8,1275240,2080,1273160,37.01,2.88,34.13,Klaus Treutner
1988-03-02T08:35,4.4,30.096,1.8,49.34,1.17,4.01,54.52,0.89,31.2,1493360,3640,1489720,36.36,0.56,35.8,Klaus Treutner
1988-03-03T08:30,4.1,30.02,2,45.72,1.24,3.12,50.08,1.17,23.2,1333640,3320,1330320,35.07,1.44,33.63,Klaus Treutner
1988-03-04T08:15,4.1,30.241,1.8,51.05,0.95,3.93,55.93,0.79,31.6,991360,1160,990200,26.03,1.71,24.32,Klaus Treutner
1988-03-08T07:55,3.8,29.56,1.2,57.53,0.99,3.06,61.58,1.02,31.2,1248960,8480,1240480,34.1,2.26,31.85,Klaus Treutner
1988-03-09T08:25,3.7,27.959,1.1,61.8,1.11,4.39,67.3,1.29,28.4,2099200,9200,2090000,59.12,2.82,56.3,Klaus Treutner
1988-03-10T07:45,3.8,28.038,1.2,60.89,1.18,6.27,68.34,1.13,20,1720560,20120,1700440,43.09,2.05,41.04,Klaus Treutner
1988-03-11T07:50,4.1,28.777,0.8,51.97,1.08,6.17,59.22,1.03,27.7,1589400,16080,1573320,42.52,2.38,40.14,Klaus Treutner
1988-03-14T08:05,3.8,29.855,1.8,57.45,1.02,5.14,63.61,0.97,28,1339040,8560,1330480,37.52,3.87,33.65,Klaus Treutner
1988-03-15T06:10,3.8,29.285,1.8,55.86,0.94,4.27,61.07,1.03,22.8,1326280,51760,1274520,35.29,1.06,34.23,Klaus Treutner
1988-03-16T08:15,3.9,28.931,1.2,55.99,0.88,3.98,60.85,0.83,24,1451040,40560,1410480,35.43,2.69,32.75,Klaus Treutner
1988-03-17T08:00,4.1,30.213,1.2,38.17,0.74,3.47,42.38,0.75,18.8,1888040,14800,1873240,47.08,5.95,41.13,Klaus Treutner
1988-03-18T08:00,4.2,29.919,2,39.66,0.75,3.38,43.79,0.96,14.8,1362640,22920,1339720,43.21,4.41,38.8,Klaus Treutner
1988-03-21T08:20,4.6,31.057,2.5,33.15,0.61,2.44,36.2,0.8,12.4,1010400,20240,990160,32.95,8.64,24.32,Klaus Treutner
1988-03-22T07:40,4.5,31.81,2,28.04,0.45,2.84,31.33,0.7,14.8,1115440,16440,1099000,47.78,13.85,33.93,Klaus Treutner
1988-03-23T08:15,4.7,32.261,2.8,39.15,0.37,1.31,40.83,0.64,12.4,726160,16840,709320,34.77,14.61,20.16,Klaus Treutner
1988-03-24T07:45,4.7,31.793,3,23.24,0.43,1.25,24.92,0.73,16,1297840,17680,1280160,44.37,9.76,34.62,Klaus Treutner
1988-03-25T08:35,4.8,32.212,3,36.4,0.37,2.64,39.41,0.61,18.4,1602840,12560,1590280,58.53,15.7,42.83,Klaus Treutner
1988-03-28T06:55,4.7,31.024,2.8,42.59,0.58,2.14,45.31,0.74,13.6,1394880,31320,1363560,47.56,11.52,36.05,Klaus Treutner
1988-03-29T06:55,5.1,30.498,2.6,40.68,0.68,3.27,44.63,0.83,10.4,1690680,45120,1645560,60.8,15.45,45.35,Klaus Treutner
1988-03-30T07:35,5,31.425,3,34.8,0.51,2.18,37.49,0.65,10.6,1398200,34920,1363280,60.37,24.44,35.94,Klaus Treutner
1988-03-31T07:15,5,31.6,4,34.33,0.5,0.88,35.71,0.63,10.3,1011840,32320,979520,89.3,63.72,25.58,Klaus Treutner
1988-04-05T06:40,5.2,32.179,3.7,36.39,0.63,2.66,39.68,0.66,13.2,1014800,91560,923240,164.36,142.22,22.13,Klaus Treutner
1988-04-06T07:20,5.6,29.248,2.2,39.72,0.64,2.93,43.29,0.63,17.2,1321160,12160,1309000,75.96,43.83,32.13,Klaus Treutner
1988-04-07T07:10,5.4,29.837,2.1,41.43,0.72,3.52,45.67,0.62,20,1048360,79360,969000,133.81,108.48,25.33,Klaus Treutner
1988-04-08T07:20,5.7,28.95,2,53.36,0.85,3.42,45.67,0.76,11.6,1045920,65920,980000,133.16,109.06,24.1,Klaus Treutner
1988-04-11T07:05,5.3,30.689,1.8,45.05,0.59,1.75,47.39,0.6,12.4,1048040,198040,850000,133.63,116.63,17,Klaus Treutner
1988-04-12T06:40,5.8,30.544,2.5,30.54,0.57,1.43,32.54,0.55,8.8,830760,270760,560000,130.16,114.46,15.7,Klaus Treutner
1988-04-13T07:30,5.4,30.797,2.5,42.94,0.58,0.99,44.51,0.49,18.4,935840,326840,609000,175.21,156.08,19.13,Klaus Treutner
1988-04-14T06:55,5.9,28.754,1.7,46.48,0.99,3.24,50.71,0.59,18.6,961280,158280,803000,58.35,38.64,19.71,Klaus Treutner
1988-04-15T07:25,6.2,27.793,2,61.65,1.07,2.94,65.66,0.67,11.6,1195760,232760,963000,119.71,96.8,22.91,Klaus Treutner
1988-04-18T07:30,6.4,29.325,2.7,55.26,0.85,1.78,57.89,0.55,23.6,1150760,465760,685000,260.79,242.19,18.6,Klaus Treutner
1988-04-19T07:15,6.7,26.677,1.2,46.69,1.22,4.03,51.94,0.74,14.4,1394400,421800,972600,237.69,212,25.69,Klaus Treutner
1988-04-20T07:25,6.8,28.662,1.8,71.91,0.92,3.43,76.26,0.62,10,1062200,234400,827800,193.9,172.22,21.68,Klaus Treutner
1988-04-21T07:00,7,29.173,2.7,62.13,0.85,1.69,64.67,0.52,18.8,1301640,443840,857800,160.4,142.62,17.78,Klaus Treutner
1988-04-22T07:25,7.1,26.617,1.9,72.28,1.35,1.6,75.23,0.73,10.8,1770920,536920,1234000,278.27,246.24,32.03,Klaus Treutner
1988-04-25T07:10,7,26.606,1.2,54.93,1.5,1.57,58,0.45,8.8,2246000,817000,1429000,366.88,326.35,40.53,Klaus Treutner
1988-04-26T06:25,6.8,27.461,1.5,59.19,1.24,1.89,62.32,0.34,10,1607560,671560,936000,293.77,270.36,23.41,Klaus Treutner
1988-04-27T07:15,7.1,26.016,1.6,53.48,1.63,0.36,55.47,0.33,11,1899400,868600,1030800,424.31,394.42,29.89,Klaus Treutner
1988-04-28T06:20,7.3,27.279,2,62.18,1.34,0.64,64.16,0.25,8.9,1719360,683360,1036000,355.99,325.58,30.41,Klaus Treutner
1988-04-29T07:55,7.1,27.403,2.3,60.94,1.28,0.41,62.63,0.23,10,1746280,775480,970800,360.5,336.81,23.69,Klaus Treutner
1988-05-02T06:35,8,27.98,2.8,74.77,1.15,1.39,77.31,0.17,7.6,1286480,310480,976000,206.14,181.93,24.21,Klaus Treutner
1988-05-03T07:00,8.4,27.837,4.2,46.71,1.13,0.65,48.49,0.18,10.4,1005640,327640,678000,237.58,219.17,18.41,Klaus Treutner
1988-05-04T06:35,7.7,29.34,3.5,34.15,0.89,1.49,36.53,0.21,5.2,965560,275560,690000,213.44,194.34,19.1,Klaus Treutner
1988-05-05T06:10,7.8,29.232,3,25.34,0.75,0.91,27,0.27,8,951360,216560,734800,219.06,196.89,22.17,Klaus Treutner
1988-05-06T06:25,7.4,30.267,4,26.62,0.72,0.53,27.87,0.21,8.8,1104240,90240,1014000,152.7,126.07,26.63,Klaus Treutner
1988-05-10T05:50,7.6,31.177,3,22.76,0.69,1.39,24.84,0.2,7.6,818480,254480,564000,111.73,95.6,16.13,Klaus Treutner
1988-05-11T06:05,7.2,32.033,5,32.98,0.64,1.67,35.29,0.22,9.2,1485300,91300,1394000,73.66,35.43,38.23,Klaus Treutner
1988-05-16T09:05,9,32.548,7,36.15,0.57,2.59,39.31,0.18,8.8,553520,111520,442000,58.13,44.84,13.29,Klaus Treutner
1988-05-17T07:15,8.1,32.792,7,42.94,0.42,2.28,45.64,0.19,8.9,1121360,136360,985000,44.64,20.04,24.6,Klaus Treutner
1988-05-18T06:50,8.7,31.869,5.5,41.65,0.45,2.56,44.66,0.17,8.4,1287600,106800,1180800,71.49,43.6,27.89,Klaus Treutner
1988-05-19T06:45,9.3,31.812,7,43.71,0.38,2.65,46.74,0.14,8.8,433800,69800,364000,36.76,29.08,7.68,Klaus Treutner
1988-05-20T06:25,9,30.704,6.5,53.3,0.42,1.06,54.78,0.13,8.8,1022120,51320,970800,55.61,31.92,23.69,Klaus Treutner
1988-05-24T06:30,11.3,30.06,8.5,44.62,0.44,3.25,48.31,0.16,8.8,446800,7000,439800,18.47,5.4,13.07,Klaus Treutner
1988-05-25T06:45,10.7,30.67,8,37.42,0.4,3.19,41.01,0.17,8.7,566960,7000,559960,21.03,5.4,15.63,Klaus Treutner
1988-05-26T06:35,10.4,31.323,8.7,21.93,0.35,2.46,24.74,0.21,8.4,823600,12800,810800,31.05,10.56,20.49,Klaus Treutner
1988-05-27T06:50,10.4,31.705,9.6,31.02,0.34,2.73,37.09,0.13,8,1194200,16200,1178000,37.57,9.96,27.61,Klaus Treutner
1988-05-30T06:40,10.5,32.526,8,25.56,0.26,4.16,29.98,0.12,8.4,1491800,31800,1460000,60.46,26.76,33.7,Klaus Treutner
1988-05-31T05:55,9.6,32.685,6.5,24.3,0.26,1.75,26.31,0.06,8.6,660100,55000,605100,50.27,43.08,7.19,Klaus Treutner
1988-06-01T06:50,9.3,32.873,6,9.78,0.23,1.78,11.79,0.06,6.4,1253000,63000,1190000,59.82,47.92,11.9,Klaus Treutner
1988-06-02T06:05,9.6,33.008,5,13.33,0.21,2.93,16.47,0.01,6.8,1244600,51000,1193600,54.5,42.24,12.26,Klaus Treutner
1988-06-03T06:35,10.3,32.887,4,7.28,0.25,2.23,9.76,0.08,6.8,1004200,54200,950000,55.3,45.8,9.5,Klaus Treutner
1988-06-06T06:15,10.9,32.983,5.9,7.92,0.17,2.62,10.71,0.09,6.4,771240,25800,745440,39.51,21.7,17.81,Klaus Treutner
1988-06-07T06:05,12.8,31.066,3.9,8.43,0.13,2.84,11.4,0.13,7.2,1169040,169600,999440,66.51,47.48,19.03,Klaus Treutner
1988-06-08T06:55,12.1,31.943,4.5,7.35,0.11,2.38,9.84,0.04,8,1675480,122200,1553280,74.71,37.16,37.55,Klaus Treutner
1988-06-09T06:15,12.1,31.867,5.5,13.59,0.13,2.66,16.38,0.09,7.6,1358960,84000,1274960,54.26,22.2,32.06,Klaus Treutner
1988-06-10T07:00,12,32.314,5.2,18.74,0.24,2.44,21.42,0.02,7.2,1246320,42400,1203920,40.77,13.31,27.46,Klaus Treutner
1988-06-13T06:40,13.2,32.019,9,25.4,0.27,2.78,28.45,0.36,8,387640,22120,365520,18.86,8.46,10.4,Klaus Treutner
1988-06-14T06:25,12,32.633,5,21.66,0.21,3.37,25.24,0.11,8,702680,91880,610800,43.87,20.56,23.31,Klaus Treutner
1988-06-15T06:50,12.5,32.222,6,25.44,0.27,3.24,28.95,0.13,8.4,574600,74800,499800,41.59,20.51,21.08,Klaus Treutner
1988-06-16T06:35,12.9,31.721,6,23.74,0.32,3.15,27.21,0.1,8,552520,92920,459600,71.93,39.17,32.76,Klaus Treutner
1988-06-20T06:25,13.2,31.551,5.8,22.25,0.39,2.85,25.49,0.14,7.6,1037360,60960,976400,99.75,46.78,52.97,Klaus Treutner
1988-06-21T06:25,13.3,31.396,6,12.56,0.36,2.39,15.31,0.09,7.6,998600,130040,868560,115.62,82.41,33.21,Klaus Treutner
1988-06-22T07:05,14.2,31.03,5,5.2,0.39,1.75,7.34,0.11,4.7,601040,69040,532000,125.99,79.92,46.07,Klaus Treutner
1988-06-23T06:35,12.7,31.917,3.8,8.73,0.28,3.82,12.83,0.14,8.8,964220,126220,838000,77.93,47.55,30.38,Klaus Treutner
1988-06-24T07:00,13.1,31.75,6,14.79,0.31,2.83,20.63,0.09,9.2,650000,34000,616000,36.12,12.44,23.68,Klaus Treutner
1988-06-27T06:40,15.1,30.286,5,7.91,0.52,3.06,11.49,0.09,8.4,1096120,209520,886600,168.72,103.42,65.3,Klaus Treutner
1988-06-28T06:25,15.2,29.551,6.9,23.22,0.7,9.65,33.57,0.25,8.8,1841360,174560,1666800,280.31,154.46,125.85,Klaus Treutner
1988-06-29T06:40,15.9,29.464,7,30.71,0.7,3.08,34.49,0.11,9.6,1375000,75800,1299200,85.84,30.96,54.88,Klaus Treutner
1988-06-30T06:45,15.4,30.347,7.5,18.37,0.52,2.9,21.79,0.21,9.7,1338400,51000,1287400,169.37,50.84,118.53,Klaus Treutner
1988-07-01T06:50,15.2,32.098,6,19.97,0.64,2.93,23.54,0.17,10,1249680,67280,1182400,198.05,90.25,107.8,Klaus Treutner
1988-07-05T06:20,14.6,32.098,7.5,23.39,0.48,2.88,26.75,0.1,10,567800,54600,513200,177.12,14.33,162.79,Klaus Treutner
1988-07-06T06:50,14.6,32.308,6,22.79,0.29,2.84,25.92,0.05,12,921520,30000,891520,192.59,6.18,186.41,Klaus Treutner
1988-07-07T07:00,14.6,32.19,6.8,28.35,0.34,1.87,30.56,0.1,12,1177560,94200,1083360,197.32,14.89,182.43,Klaus Treutner
1988-07-08T07:05,14.6,32.328,6,13.97,0.28,2.04,16.29,0.13,11.6,1086440,31600,1054840,248.53,15.32,233.21,Klaus Treutner
1988-07-11T06:40,15.1,32.395,6.2,11.96,0.28,3.16,15.4,0.11,12.4,860920,63600,797320,269.09,7.3,261.79,Klaus Treutner
1988-07-12T06:30,14.7,32.394,4.8,17.63,0.33,3.95,21.91,0.16,12.8,920720,89200,831520,256.11,25.13,230.98,Klaus Treutner
1988-07-13T06:20,14.8,32.394,6.5,23.36,0.3,2.93,26.59,0.09,12,897360,76000,821360,249.33,25.15,224.18,Klaus Treutner
1988-07-14T06:15,14.7,32.376,6.5,14.21,0.3,3.28,17.79,0.1,8.4,696560,52800,643760,259.89,16.6,243.29,Klaus Treutner
1988-07-15T06:15,14.5,32.494,6.5,18.18,0.28,4.37,22.83,0.12,9.9,902800,7800,895000,154.93,3.9,151.03,Klaus Treutner
1988-07-18T06:35,15.5,32.405,6,19,0.28,5.29,24.57,0.13,10.4,789720,26000,763720,181.78,10.45,171.33,Klaus Treutner
1988-07-19T06:30,15.3,32.386,5.5,19.54,0.27,4.8,24.61,0.19,9.2,772080,12800,759280,160.32,5.03,155.29,Klaus Treutner
1988-07-20T06:25,15.4,32.373,6.6,14.52,0.34,6.61,21.47,0.18,5.2,655840,10200,645640,148.82,3.14,145.68,Klaus Treutner
1988-07-21T06:35,15.6,32.418,7,13.04,0.29,11.18,24.51,0.43,6.8,1325600,11200,1314400,165.68,5.6,160.08,Klaus Treutner
1988-07-22T06:55,16,32.226,6.5,14.31,0.33,5.34,19.98,0.18,4,668000,27800,640200,220.73,7.04,213.69,Klaus Treutner
1988-07-25T06:35,16.1,32.312,7,20.23,0.32,5.41,25.96,0.19,8,1190040,15000,1175040,132.12,7.5,124.62,Klaus Treutner
1988-07-26T05:45,16.2,32.327,6.5,13.26,0.39,5.12,18.77,0.23,8,935240,30600,904640,109.53,15.3,94.23,Klaus Treutner
1988-07-27T06:05,16.1,32.303,6.2,13.64,0.41,5.6,19.65,0.22,9.6,1314600,25600,1289000,86.61,12.8,73.81,Klaus Treutner
1988-07-28T05:40,16.2,32.228,7,14.87,0.37,5.24,20.48,0.24,11.2,1637040,25800,1611240,110.45,12.9,97.55,Klaus Treutner
1988-07-29T06:25,16.6,32.183,6.3,17.05,0.38,4.45,21.88,0.13,7.2,676120,50400,625720,116.16,24.12,92.04,Klaus Treutner
1988-08-01T06:20,16.3,32.058,6.2,16.42,0.39,4.79,21.6,0.2,8,118320,81200,37120,139.92,39.8,100.12,Klaus Treutner
1988-08-02T06:05,16.2,32.007,5.5,15.15,0.41,4.46,20.02,0.26,12,1229040,56600,1172440,127.35,27.82,99.53,Klaus Treutner
1988-08-03T06:40,16.3,32.168,6.5,14.74,0.46,4.3,19.5,0.24,12.4,1300640,189400,1111240,158.68,92.18,66.5,Klaus Treutner
1988-08-04T06:15,16.3,32.132,5,10.89,0.4,7.23,18.52,0.24,12.8,983200,131400,851800,120.89,63.78,57.11,Klaus Treutner
1988-08-05T06:40,16.2,32.05,5.5,16.85,0.45,5.09,22.39,0.3,13.4,1204960,122480,1082480,99.01,52.87,46.14,Klaus Treutner
1988-08-08T06:05,16.6,31.957,6,19.72,0.5,13.6,33.82,0.45,13.4,909960,53080,856880,63.55,20.92,42.63,Klaus Treutner
1988-08-09T06:10,16.6,31.53,3.9,16.54,0.58,14.25,31.37,1.11,12.6,1816640,216000,1600640,172.03,52.2,119.83,Klaus Treutner
1988-08-10T07:00,17.8,31.26,4,8.49,0.58,4,13.07,0.47,13.2,1716800,69800,1647000,151.1,31.3,119.8,Klaus Treutner
1988-08-11T06:30,17.3,31.595,5.2,17.06,0.59,5.83,23.48,0.45,13.2,1418400,27200,1391200,57.36,7.23,50.13,Klaus Treutner
1988-08-15T07:10,17.3,31.56,5,36.74,0.76,6.95,44.45,2.27,13,855320,110960,744360,32,4.84,27.16,Klaus Treutner
1988-08-16T06:25,16.8,31.709,4,7.62,0.75,8.55,16.92,1.29,12.4,1063000,116320,946680,37.21,5.3,31.92,Klaus Treutner
1988-08-17T06:50,16.6,31.886,5.5,15.16,0.76,8.37,24.29,1.01,12.6,856840,7200,849640,28.79,1.52,27.27,Klaus Treutner
1988-08-18T06:15,16.9,31.722,5,21.8,0.75,7.77,30.32,0.88,13,1250000,142000,1108000,34.98,5,29.98,Klaus Treutner
1988-08-19T06:25,17.3,31.696,6,18.89,0.75,9.88,29.52,0.97,12.6,1122200,126800,995400,41.82,3.76,38.06,Klaus Treutner
1988-08-22T06:40,17.1,31.663,5,31.85,0.76,8.94,41.55,0.74,10.8,1045600,10000,1035600,34.83,2,32.83,Klaus Treutner
1988-08-23T06:35,16.6,31.746,3.4,36.05,0.87,8.49,45.41,0.73,10.7,1241000,4800,1236200,38.24,0.96,37.28,Klaus Treutner
1988-08-24T06:35,16.9,31.786,5.5,29.55,0.89,8.34,38.78,0.82,11.8,1081120,2400,1078720,32.62,0.48,32.14,Klaus Treutner
1988-08-25T06:25,17,31.859,6,17.97,0.65,8.72,27.34,0.59,12,1091800,6400,1085400,41.26,1.28,39.98,Klaus Treutner
1988-08-26T06:55,16.8,31.817,4.5,6.66,0.51,8.42,15.59,0.47,11.9,855920,7200,848720,34.03,1.44,32.59,Klaus Treutner
1988-08-29T06:30,17.2,31.821,7.2,6.71,0.68,8.34,15.73,0.8,10.8,846280,2920,843360,27.99,1.76,26.23,Klaus Treutner
1988-08-30T06:10,16.8,31.849,6.3,7.77,0.54,7.94,16.25,0.56,11.9,1080480,7600,1072880,32.08,1.52,30.56,Klaus Treutner
1988-08-31T06:20,16.3,31.832,7,7.37,0.69,8.69,16.75,0.65,11.5,1213280,4800,1208480,32.89,0.96,31.93,Klaus Treutner
1988-09-01T07:10,16.8,31.821,8,6.2,0.66,8.42,15.28,0.82,11.7,611840,12000,599840,20.68,2.4,18.28,Klaus Treutner
1988-09-02T06:35,16.8,31.88,6.2,6.49,0.62,7.98,15.09,0.71,9.7,1112400,8200,1104200,27.44,2.2,25.24,Klaus Treutner
1988-09-05T06:25,16.6,31.984,6,9.98,0.84,8.2,19.02,0.86,10.5,597520,30240,567280,26.17,6.72,19.45,Klaus Treutner
1988-09-06T05:55,16.6,31.989,5,11.52,0.84,6.49,18.85,0.82,13.1,900720,4920,895800,27.74,1.32,26.42,Klaus Treutner
1988-09-07T05:30,16.4,31.978,7,12.95,0.78,7.82,21.55,0.86,11.7,979840,8640,971200,33.83,7.68,26.15,Klaus Treutner
1988-09-08T06:15,17,31.918,5,20.8,0.81,8,29.61,0.88,10.8,980800,3200,977600,37.25,0.64,36.61,Klaus Treutner
1988-09-09T06:10,16.8,32.023,6,31.56,0.8,8.23,40.59,0.88,13.7,1263280,8240,1255040,41.14,3.16,37.98,Klaus Treutner
1988-09-12T06:45,16.5,32.042,5,15.43,0.79,7.38,23.6,0.88,15.1,865040,16000,849040,35.03,3.2,31.83,Klaus Treutner
1988-09-13T07:20,16.3,31.943,3,13.26,0.91,5.81,19.98,1.03,13.2,1127880,12400,1115480,33.56,3.6,29.96,Klaus Treutner
1988-09-14T07:05,16.1,31.91,2,8.34,1.06,9.01,18.41,1.05,13.6,690720,12400,678320,36.28,8.4,27.88,Klaus Treutner
1988-09-15T07:05,16.1,31.9,4,18.85,0.96,5.93,25.74,0.74,12.7,1034840,5120,1029720,37.78,3.68,34.1,Klaus Treutner
1988-09-16T07:05,16.1,31.848,3,17.58,1.02,8.57,27.17,1,12.8,1198520,5520,1193000,47.18,6.4,40.78,Klaus Treutner
1988-09-19T06:10,15.8,31.367,2.5,16.51,1.22,13.4,31.13,1.93,14.5,576160,1000,575160,45.83,16.9,28.93,Klaus Treutner
1988-09-20T06:55,15.9,31.352,4,25.63,1.26,5.62,32.51,1.17,14.4,877200,360,876840,31.32,3.08,28.24,Klaus Treutner
1988-09-21T06:40,15.7,31.21,4.1,24.43,1.43,5.73,31.59,1.34,14.3,484200,320,483880,37.4,8,29.4,Klaus Treutner
1988-09-23T07:00,15.6,31.335,6,20.73,1.26,5.67,27.66,1.25,14.7,875080,0,875080,30.91,0,30.91,Klaus Treutner
1988-09-26T07:45,15.4,31.16,1.5,22.06,1.37,9.5,32.93,1.36,14.3,869280,0,869280,20.6,0,20.6,Klaus Treutner
1988-09-27T06:55,15.3,31.5,2.5,18.67,1.24,8.45,28.36,1.21,14.2,957160,2800,954360,27.04,0.84,26.2,Klaus Treutner
