Date,Depth_water,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1976-03-29T08:30,0.5,3.6,32.6,2.2,,,,,,,158670,56670,102000,6.52,4.16,2.36,Klaus Treutner
1976-03-30T08:45,0.5,3.6,32.716,1.5,,,,,,,203710,52150,151560,10.67,7.44,3.23,Klaus Treutner
1976-03-31T08:45,0.5,3.6,32.707,1.5,,,,,,,398230,97790,300440,18.86,7.78,11.08,Klaus Treutner
1976-04-01T08:45,0.5,3.9,32.647,1.8,,,,,,,337500,36540,300960,13.52,2.34,11.18,Klaus Treutner
1976-04-02T08:55,0.5,4,32.069,1.5,,,,,,,209060,57700,151360,8.69,5.44,3.26,Klaus Treutner
1976-04-05T08:50,0.5,3.9,32.789,2,18.76,0.55,6.33,25.64,1.09,9.7,245520,43120,202400,15.1,5.58,9.52,Klaus Treutner
1976-04-06T08:35,0.5,4.1,32.828,1.5,19.21,0.58,5.93,25.72,0.99,2.8,267750,63200,204550,24.04,14.19,9.84,Klaus Treutner
1976-04-07T08:50,0.5,4.1,32.764,1.2,,,,,,6.3,152990,51190,101800,6.8,4.42,2.38,Klaus Treutner
1976-04-08T08:50,0.5,4.3,32.042,1.3,,,,,,,187080,85160,101920,12.92,5.42,7.5,Klaus Treutner
1976-04-09T09:05,0.5,5,30.95,1.6,,,,,,,254620,49280,205340,8.07,2.88,5.2,Klaus Treutner
1976-04-12T08:35,0.5,5.2,31.408,3.5,,,,,,,215050,7280,207770,12.67,2.27,10.4,Klaus Treutner
1976-04-13T08:20,0.5,5.5,31.364,3.1,20.13,0.49,7.86,28.48,0.88,7.2,165460,9240,156220,8.49,1.54,6.95,Klaus Treutner
1976-04-14T08:45,0.5,5.6,31.691,3,,,,,,,371020,13760,357260,18.74,2.69,16.06,Klaus Treutner
1976-04-15T08:30,0.5,5,32.112,3.2,,,,,,,205220,47330,157890,54.55,47.11,7.43,Klaus Treutner
1976-04-20T08:30,0.5,6.2,30.398,3,,,,,,,241590,30910,210680,60.54,51.32,9.21,Klaus Treutner
1976-04-21T08:40,0.5,6,30.782,3.8,20.06,0.63,8.35,29.04,0.54,7.1,154740,50910,103830,70.83,67.93,2.9,Klaus Treutner
1976-04-22T08:40,0.5,6.5,29.593,4.2,,,,,,,335750,30410,305340,134.93,120.38,14.55,Klaus Treutner
1976-04-23T08:45,0.5,6,30.401,4.5,,,,,,,67680,59750,7930,137.36,135.53,1.83,Klaus Treutner
1976-04-26T08:20,0.5,7.4,29.648,4.8,20.77,0.58,7.91,29.26,0.46,3.2,393470,117250,276220,310.8,268.55,42.25,Klaus Treutner
1976-04-28T08:25,0.5,5,32.015,2,,,,,,,289150,239400,49750,310.88,286.45,24.43,Klaus Treutner
1976-04-29T08:20,0.5,6,31.38,3.2,,,,,,,698170,567490,130680,443.23,398.49,44.75,Klaus Treutner
1976-04-30T08:10,0.5,5.2,32.326,3.1,18.27,0.68,6.53,25.48,0.51,2.9,351840,278940,72900,555.29,535.16,20.13,Klaus Treutner
1976-05-03T08:40,0.5,6.4,32.072,4.1,,,,,,,473580,209750,263830,516.14,477.4,38.74,Klaus Treutner
1976-05-04T08:40,0.5,5.9,32.462,3.1,15.49,0.8,6.75,23.04,0.32,0.2,423490,76940,346550,409.77,373.75,36.02,Klaus Treutner
1976-05-05T08:40,0.5,6.5,32.195,4.8,15.33,0.84,6.66,22.83,0.21,0.2,330580,59070,271510,227.4,186.28,41.12,Klaus Treutner
1976-05-06T08:25,0.5,7.2,31.555,4.9,19.83,0.85,7.78,28.46,0.17,0.8,417740,58000,359740,239.15,173.37,65.78,Klaus Treutner
1976-05-07T09:10,0.5,7.6,31.256,5,21.12,0.89,8.37,30.38,0.14,0.5,309550,23080,286470,167.26,91.28,75.98,Klaus Treutner
1976-05-10T08:40,0.5,8.5,31.647,5.7,18.9,0.93,5.1,24.93,0.18,,320720,7220,313500,207.81,170.35,37.46,Klaus Treutner
1976-05-11T08:25,0.5,8,32.019,4.6,17.31,0.85,8.97,27.13,0.2,0.1,246810,2120,244690,264.41,238.72,25.69,Klaus Treutner
1976-05-12T08:45,0.5,8.5,31.559,5.5,18.48,0.9,6.44,25.82,0.16,0.2,415540,4110,411430,144.14,99.49,44.66,Klaus Treutner
1976-05-13T08:25,0.5,8.2,31.324,5,18.54,0.87,9.27,28.68,0.24,,252570,3080,249490,144.93,112.48,32.45,Klaus Treutner
1976-05-14T08:25,0.5,6.6,32.316,2,13.23,0.8,8.31,22.34,0.52,0.4,291580,7200,284380,454.83,431.62,23.21,Klaus Treutner
1976-05-17T08:35,0.5,9.6,31.076,4,20.62,0.84,8.13,29.59,0.28,0,240870,2000,238870,54.32,30.38,23.94,Klaus Treutner
1976-05-18T08:20,0.5,9.2,31.52,3.4,17.64,0.8,7.97,26.41,0.22,0,282740,1770,280970,75.29,46.25,29.04,Klaus Treutner
1976-05-19T08:45,0.5,8.9,31.822,3.8,15.77,0.78,10.59,27.14,0.23,0,230440,800,229640,20.35,0.02,20.33,Klaus Treutner
1976-05-20T08:10,0.5,10,30.846,3.1,17.29,0.78,8.4,26.47,0.4,0,218780,45550,173230,41.08,17.18,23.9,Klaus Treutner
1976-05-21T08:10,0.5,10.4,30.44,2.8,18.21,0.74,7.6,26.55,0.36,0,1934520,62930,1871590,77.52,40.4,37.12,Klaus Treutner
1976-05-24T08:55,0.5,11.4,30.221,3.3,18.22,0.67,10.52,29.41,0.22,0.3,2133130,29740,2103390,34.87,10.54,24.34,Klaus Treutner
1976-05-25T08:00,0.5,10.4,30.761,3,16.93,0.66,9.94,27.53,0.21,0,2671210,18050,2653160,46.57,11.49,35.08,Klaus Treutner
1976-05-26T08:50,0.5,9.6,31.407,3.5,14.07,0.68,9.33,24.08,0.18,0,2031090,25740,2005350,43.96,9.58,34.38,Klaus Treutner
1976-05-28T08:45,0.5,9.5,31.684,3,12.98,0.65,9.12,22.75,0.24,0.5,1914170,8830,1905340,31.45,5.35,26.1,Klaus Treutner
1976-05-31T08:55,0.5,8.4,32.396,3.8,11,0.69,9.81,21.5,0.25,0,151240,400,150840,3.38,0.12,3.26,Klaus Treutner
1976-06-01T08:45,0.5,8.2,32.223,4.1,12.1,0.68,7.24,20.02,0.24,0.4,209500,8260,201240,21.01,9.26,11.76,Klaus Treutner
1976-06-02T08:55,0.5,9.8,31.662,3,12.45,0.62,7.55,20.62,0.31,0.4,514790,440,514350,40.53,1.12,39.41,Klaus Treutner
1976-06-03T08:45,0.5,9.5,32.125,3,12.37,0.68,10.91,23.96,0.5,0.3,401960,1000,400960,13.95,0.3,13.65,Klaus Treutner
1976-06-04T08:45,0.5,10.6,31.576,4,9.66,0.65,8.62,18.93,0.23,0.4,218550,17910,200640,34.73,27.34,7.39,Klaus Treutner
1976-06-08T08:45,0.5,12.6,31.31,4.5,12.34,0.62,8.87,21.83,0.16,0.2,388350,81350,307000,32.65,8.55,24.1,Klaus Treutner
1976-06-09T08:45,0.5,12,31.606,3.8,8.5,0.67,11.79,20.96,0.35,1,509510,51100,458410,48.25,23.9,24.35,Klaus Treutner
1976-06-10T09:00,0.5,11.4,32.082,3.5,5.91,0.66,11.14,17.71,0.37,0.2,749500,43440,706060,41.04,13.29,27.75,Klaus Treutner
1976-06-11T08:45,0.5,11,32.573,4.1,5.52,0.59,10.85,16.96,0.42,0.7,665180,0,665180,27.88,0,27.88,Klaus Treutner
1976-06-14T09:15,0.5,11.2,32.541,3.2,8.06,0.6,8.32,16.98,0.17,0,668640,7180,661460,33.05,5.78,27.27,Klaus Treutner
1976-06-15T08:45,0.5,11.1,32.585,3,15.95,0.53,7.57,24.05,0.55,0.2,703400,2400,701000,31.62,0.72,30.9,Klaus Treutner
1976-06-16T08:45,0.5,10.9,32.623,1.6,11.04,0.47,8.35,19.86,,0.6,428060,12760,415300,34.2,8.86,25.34,Klaus Treutner
1976-06-18T09:05,0.5,12.7,31.909,3.5,17.42,0.59,5.94,23.95,0.69,0.4,504070,33880,470190,45.91,13.51,32.4,Klaus Treutner
1976-06-21T08:50,0.5,13.4,31.663,3.1,4.85,0.5,8.32,13.67,0.8,0.2,500730,89150,411580,59.79,42.79,17,Klaus Treutner
1976-06-22T08:45,0.5,13.5,31.702,3,3.83,0.53,9.23,13.59,0.96,0.5,219370,60040,159330,41.36,31.63,9.73,Klaus Treutner
1976-06-23T08:45,0.5,15.4,31.103,3,6.73,0.45,10.41,17.59,1.05,0.4,103890,42770,61120,30.13,19.05,11.07,Klaus Treutner
1976-06-24T08:35,0.5,14.6,31.459,3.8,6.77,0.45,8.62,15.84,0.71,0.2,57060,5600,51460,12,1,11,Klaus Treutner
1976-06-25T08:35,0.5,15,31.63,3,6.06,0.44,9.38,15.88,0.44,0.3,138620,3040,135580,13.73,2.54,11.19,Klaus Treutner
1976-06-28T09:15,0.5,18.1,31.515,3,5.74,0.39,11.04,17.17,0.41,0.7,522250,162320,359930,36.3,12.56,23.75,Klaus Treutner
1976-06-29T08:50,0.5,16.1,31.268,2.9,4.64,0.47,9.64,14.75,0.25,0.6,420740,219020,201720,36.56,28.89,7.67,Klaus Treutner
1976-06-30T09:00,0.5,17,31.149,2.5,5.96,0.46,10.04,16.46,0.39,0.3,376160,163360,212800,31.35,15.42,15.93,Klaus Treutner
1976-07-01T09:00,0.5,16,31.279,2.8,5.09,0.43,10.02,15.54,0.35,0.2,365800,149320,216480,21.32,8.3,13.02,Klaus Treutner
1976-07-02T08:55,0.5,16.8,31.138,3.1,2.65,0.37,8.95,11.97,0.27,0,296270,129350,166920,37.8,22.72,15.08,Klaus Treutner
1976-07-05T09:25,0.5,17.1,31.282,2.4,1.54,0.28,9.49,11.31,0.41,0.2,956040,251840,704200,78.04,26.9,51.15,Klaus Treutner
1976-07-06T09:00,0.5,16.7,31.273,2.5,1.21,0.29,7.36,8.86,0.48,1.1,755270,221540,533730,75.52,38.1,37.42,Klaus Treutner
1976-07-07T09:00,0.5,17,31.328,2.5,0.92,0.19,8.32,9.43,0.43,0.7,806260,416790,389470,77.8,28.7,49.1,Klaus Treutner
1976-07-08T09:10,0.5,16.6,31.569,2.3,0.72,0.2,7.42,8.34,0.33,0.9,762310,441560,320750,69.89,27.09,42.8,Klaus Treutner
1976-07-09T09:00,0.5,15.8,31.762,2.8,1.26,0.27,7.85,9.38,0.31,1.1,686290,411810,274480,64.87,48.85,16.01,Klaus Treutner
1976-07-12T09:00,0.5,19.1,31.34,3.3,0.7,0.27,9.02,9.99,0.5,0.4,197770,149660,48110,50.1,39.25,10.85,Klaus Treutner
1976-07-13T09:00,0.5,17,31.662,3.2,1.14,0.18,6.43,7.75,0.36,0.6,704150,45860,658290,142.59,79.32,63.27,Klaus Treutner
1976-07-14T09:40,0.5,16.9,31.718,3.1,0.51,0.16,7.14,7.81,0.48,1.5,739040,277200,461840,77.96,18.13,59.83,Klaus Treutner
1976-07-15T08:50,0.5,16.1,32.085,3.5,0.74,0.24,6.66,7.64,0.51,2,173920,95840,78080,55.46,40.04,15.42,Klaus Treutner
1976-07-16T09:20,0.5,17.4,31.869,3.8,1.03,0.24,7.59,8.86,0.63,0.8,640730,238330,402400,60.84,36.78,24.06,Klaus Treutner
1976-07-19T09:30,0.5,18.4,31.675,4.5,0.84,0.29,7.91,9.04,0.58,0.4,510310,103630,406680,53.44,13.73,39.71,Klaus Treutner
1976-07-20T09:00,0.5,17.9,31.875,4.1,0.89,0.26,4.51,5.66,0.63,1.8,378750,124340,254410,60.64,23.44,37.2,Klaus Treutner
1976-07-21T09:10,0.5,17.3,31.725,2.8,1.27,0.33,6.66,8.26,0.67,0.6,575730,383580,192150,61.64,29.91,31.74,Klaus Treutner
1976-07-22T08:55,0.5,17,31.717,3.1,0.69,0.27,5.52,6.48,0.61,2.2,570390,230570,339820,77.45,39.64,37.82,Klaus Treutner
1976-07-23T08:40,0.5,16.9,31.842,3.8,0.9,0.33,3.47,4.7,0.54,1.9,639530,215020,424510,63.52,31.73,31.79,Klaus Treutner
1976-07-26T09:15,0.5,18.3,31.69,5.6,0.55,0.17,2.39,3.11,0.41,1.2,583580,323830,259750,72.37,28.37,44,Klaus Treutner
1976-07-27T09:10,0.5,17.3,31.963,4,0.75,0.16,5.52,6.43,0.43,,491530,207650,283880,66.34,27.45,38.9,Klaus Treutner
1976-07-28T08:55,0.5,15.7,32.366,3.4,0.87,0.29,4.93,6.09,0.69,1.5,235180,114260,120920,28.86,12.26,16.6,Klaus Treutner
1976-07-29T08:50,0.5,14.9,32.58,1,1.1,0.37,8.64,10.11,0.83,3,224100,109240,114860,23.98,15.23,8.75,Klaus Treutner
1976-07-30T09:20,0.5,15.6,32.412,2,0.93,0.38,8.12,9.43,0.67,3.2,1008360,756720,251640,46.33,35.09,11.24,Klaus Treutner
1976-08-02T09:10,0.5,16.2,32.273,3,0.6,0.35,5.15,6.1,0.68,1.1,1777580,1517720,259860,94.36,78.42,15.94,Klaus Treutner
1976-08-03T08:50,0.5,16.4,32.273,2.9,0.82,0.33,4.88,6.03,0.73,1,1126920,875920,251000,51.23,34.91,16.32,Klaus Treutner
1976-08-04T08:55,0.5,16.3,32.305,2.1,0.43,0.29,4.7,5.42,0.74,1,1029660,671120,358540,56.76,36.98,19.78,Klaus Treutner
1976-08-05T08:40,0.5,16.5,32.26,3.2,0.74,0.29,4.06,5.09,0.71,1.5,985300,780660,204640,75.15,64.33,10.82,Klaus Treutner
1976-08-06T08:40,0.5,16.8,32.228,3.5,0.74,0.27,2.15,3.16,0.7,1.7,401770,151010,250760,27.9,15.34,12.56,Klaus Treutner
1976-08-09T08:50,0.5,17.1,32.26,3.1,0.49,0.14,5.21,5.84,0.67,1.7,386290,356100,30190,28.75,23.77,4.98,Klaus Treutner
1976-08-10T08:35,0.5,17.1,32.182,3.8,0.37,0.1,6.71,7.18,0.58,1.7,540510,499200,41310,42.79,31.13,11.66,Klaus Treutner
1976-08-11T08:55,0.5,17.1,32.213,4.2,0.42,0.14,4.44,5,0.61,1.2,642230,555110,87120,50.48,19.19,31.29,Klaus Treutner
1976-08-12T09:30,0.5,17.2,32.264,4.1,0.58,0.18,8.78,9.54,0.67,2.3,195840,162570,33270,43.35,20.12,23.23,Klaus Treutner
1976-08-13T08:50,0.5,17.8,32.112,4.5,0.48,0.06,5.72,6.26,0.46,1.1,207720,131400,76320,126.46,13.06,113.4,Klaus Treutner
1976-08-16T08:30,0.5,17.8,32.028,6,0.19,0.06,5.38,5.63,0.43,1,251850,170060,81790,123.98,14.59,109.38,Klaus Treutner
1976-08-17T08:30,0.5,17.5,32.118,5.3,0.17,0.04,3.66,3.87,0.43,1.3,119890,52080,67810,114.83,1.04,113.79,Klaus Treutner
1976-08-18T09:30,0.5,17.8,32.115,5.5,0.19,0.07,7.98,8.24,0.48,2.2,136530,52080,84450,122.68,1.04,121.63,Klaus Treutner
1976-08-19T08:50,0.5,17.4,32.184,5.1,0.74,0.09,4.9,5.73,0.5,2.1,132690,52080,80610,112.39,1.04,111.35,Klaus Treutner
1976-08-20T08:55,0.5,17.6,32.173,5.5,0.65,0.06,4.39,5.1,0.35,1.7,123270,52080,71190,102.39,1.04,101.35,Klaus Treutner
1976-08-23T08:35,0.5,17.8,31.972,6,0.46,0.08,5.19,5.73,0.51,2,160600,57080,103520,102.19,1.94,100.25,Klaus Treutner
1976-08-24T08:20,0.5,18.1,32.029,6.5,0.25,0.08,4.8,5.13,0.44,1.7,79800,2400,77400,107.76,0.6,107.16,Klaus Treutner
1976-08-25T08:40,0.5,18,32.113,7,0.3,0.09,6.7,7.09,0.46,1.1,93690,4400,89290,111.87,1,110.87,Klaus Treutner
1976-08-26T08:30,0.5,17.4,32.311,6,0.36,0.14,6.06,6.56,0.51,3.4,78700,3200,75500,81.76,0.64,81.12,Klaus Treutner
1976-08-27T08:30,0.5,16.4,32.323,3.7,0.52,0.14,5.99,6.65,0.54,2.7,163040,114970,48070,55.4,4.32,51.07,Klaus Treutner
1976-08-30T08:35,0.5,16.9,32.317,6.5,0.77,0.15,7.83,8.75,0.59,3.9,146780,58080,88700,84.08,2.24,81.84,Klaus Treutner
1976-08-31T08:30,0.5,16.2,32.507,5.5,0.59,0.17,5.08,5.84,0.68,2.4,93670,32830,60840,52.29,2.82,49.47,Klaus Treutner
1976-09-01T08:40,0.5,16.2,32.363,4.9,0.5,0.18,8.84,9.52,0.64,2.4,559040,497140,61900,63.7,38.38,25.32,Klaus Treutner
1976-09-02T08:30,0.5,15.8,32.45,3.2,0.59,0.2,6.71,7.5,0.76,2.5,296670,252460,44210,24.06,11.62,12.44,Klaus Treutner
1976-09-03T08:30,0.5,15.6,32.398,2.9,0.42,0.21,4.83,5.46,0.68,1.6,373460,334610,38850,52.9,34.84,18.06,Klaus Treutner
1976-09-06T08:45,0.5,16,32.256,4.6,0.48,0.17,6.89,7.54,0.67,1.5,525260,422250,103010,90.94,35.69,55.25,Klaus Treutner
1976-09-07T08:20,0.5,15.7,32.331,3.5,0.52,0.23,6.74,7.49,0.82,1.4,238670,203920,34750,42.25,26.2,16.05,Klaus Treutner
1976-09-08T08:45,0.5,15.8,32.316,3.2,1.32,0.3,8.32,9.94,0.93,2.6,296250,257350,38900,40.59,31.97,8.62,Klaus Treutner
1976-09-09T08:40,0.5,15.6,32.302,3.5,0.69,0.26,7.43,8.38,0.77,2.2,375180,289780,85400,51.64,40.99,10.65,Klaus Treutner
1976-09-10T08:20,0.5,15.1,32.389,2.5,0.45,0.17,6.77,7.39,0.77,1.9,141830,88440,53390,20.14,8.71,11.43,Klaus Treutner
1976-09-13T09:00,0.5,15.2,32.611,5,0.97,0.25,8.36,9.58,0.78,4.5,130100,33060,97040,36.42,5.51,30.91,Klaus Treutner
1976-09-14T08:10,0.5,15.1,32.593,3,0.95,0.29,7.96,9.2,0.83,4.7,171270,46210,125060,38.24,5.49,32.75,Klaus Treutner
1976-09-15T08:30,0.5,15.2,32.68,5,0.46,0.19,6.97,7.62,0.71,4.6,147870,8540,139330,58.12,2.62,55.5,Klaus Treutner
1976-09-16T08:15,0.5,15.3,32.664,4,0.64,0.26,8.02,8.92,0.87,6.2,141380,4560,136820,32.88,2.14,30.74,Klaus Treutner
1976-09-17T08:30,0.5,15.1,32.686,4.7,0.67,0.27,7.82,8.76,0.84,4.5,113960,3600,110360,21.02,1.26,19.76,Klaus Treutner
1976-09-20T08:20,0.5,15.3,32.702,5,0.51,0.31,8.79,9.61,0.92,6.9,166530,400,166130,24.64,0.2,24.44,Klaus Treutner
