/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1971 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743154, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1971-01-04T09:30:00 * DATE/TIME END: 1971-12-29T10:00:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1971 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1971-01-01T00:00:00 * DATE/TIME END: 1971-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Yeasts [#/l] (Yeasts) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; without nutrient addition
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	730 data points
*/
Date/Time	Depth water [m]	Temp [°C] (Mercury thermometer, in situ)	Sal (PSU, Salinometer, inductive)	Bact mar culti [#/ml] (Plate counts)	Bact fw culti [#/ml] (Plate counts)	Yeasts [#/l] (Plate counts)	O2 [µmol/l] (Oxygen, Winkler (Culberson, 1...)	BOD [µmol/l] (14 days; with nutrient additi...)	BOD [µmol/l] (14 days; without nutrient add...)
1971-07-14T08:55	1	14.4	32.00	1810	87	0	275.0	111.6	245.63
1971-07-21T09:00	1	15.6	31.50	6180	53	1	250.0	138.4	281.36
1971-07-23T09:00	1	15.6	32.10	7460	91				
1971-07-26T09:00	1	16.3	31.90	1796	30		243.8	111.6	209.90
1971-07-28T09:05	1	15.7	31.80	2500	340	919			
1971-07-30T08:50	1	16.6	32.30	1716	12				
1971-08-02T08:45	1	17.3	30.80	922	19		240.6	111.6	227.77
1971-08-04T08:45	1	16.3	32.40	844	18	9			
1971-08-06T08:40	1	16.6	32.80	1837	77				
1971-08-09T08:55	1	16.3	32.70	2566	203		231.2	232.2	281.36
1971-08-11T08:50	1	16.5	32.20	2068	163	59			
1971-08-13T09:15	1	16.1	32.70	6480	346				
1971-08-16T09:05	1	16.1	32.60	1154	51		234.4	71.5	160.78
1971-08-18T08:55	1	17.3	32.70	732	25	19			
1971-08-20T08:45	1	16.9	32.50	976	27				
1971-08-23T08:40	1	16.8	32.50	1118	103		253.1	89.3	187.57
1971-08-25T08:40	1	16.4	32.90	884	79	31			
1971-08-27T08:45	1	16.2	33.10	724	63				
1971-08-30T08:45	1	16.4	32.90	157	28		243.8	98.3	169.71
1971-09-01T09:00	1	16.3	32.90	227	60	9			
1971-09-03T08:40	1	16.4	32.70	192	32				
1971-09-06T09:10	1	16.4	32.50	758	102		240.6	116.1	147.38
1971-09-08T08:45	1	16.6	32.40	1090	106	12			
1971-09-10T08:55	1	16.3	32.50	2414	204				
1971-09-13T08:55	1	16.2	32.60	628	62		237.5	75.9	125.05
1971-09-15T09:00	1	15.6	32.30	310	48	12			
1971-09-20T08:50	1	15.9	32.40	1490	107		228.1	44.7	44.66
1971-09-22T09:05	1	16.1	32.40	813	29				
1971-09-24T09:15	1	16.1	32.50	173	49	14			
1971-09-27T09:00	1	15.8	32.40	261	53		237.5	71.5	147.38
1971-09-29T09:00	1	15.5	32.50	234	24				
1971-10-01T08:50	1	15.5	32.10	368	44				
1971-10-04T09:00	1	15.4	32.60	212	216		228.1	49.1	84.85
1971-10-06T08:40	1	14.7	32.10	286	43	93			
1971-10-08T08:50	1	15.7	32.50	1612	270				
1971-10-11T08:25	1	15.0	32.40	338	53		246.9	67.0	169.71
1971-10-13T08:50	1	14.4	31.70	586	186				
1971-10-15T08:45	1	13.6	32.10	862	48				
1971-10-18T08:40	1	13.6	32.60	141	12				
1971-10-20T08:45	1	13.8	32.80	904	129	9	259.4	71.5	209.90
1971-10-22T08:45	1	13.7	32.90	1052	73				
1971-10-25T09:15	1	13.1	32.50	828	41		259.4	58.1	178.64
1971-10-27T08:40	1	12.9	32.50	886	108	24			
1971-10-29T09:00	1	12.8	32.60	678	21				
1971-11-01T09:10	1	12.8	32.80	602	35		259.4	62.5	125.05
1971-11-03T09:10	1	12.9	32.80	776	58	39			
1971-11-05T09:00	1	12.8	32.90	1312	125				
1971-11-08T08:50	1	11.8	32.70	1057	177				
1971-11-10T09:10	1	11.1	32.40	972	78	13			
1971-11-12T09:45	1	11.2	32.70	548	49				
1971-11-15T08:45	1	11.0	32.70	235	74	53	253.1	35.7	200.97
1971-11-19T09:30	1	8.6	31.50	1478	243				
1971-11-24T09:40	1	8.0	32.00	1110	82	24			
1971-11-29T09:30	1	8.0	32.30	934	32				
1971-12-01T09:10	1	8.2	32.60	656	34	7			
1971-12-03T09:30	1	8.1	32.70	228	27				
1971-12-06T09:25	1	8.5	33.00	134	38		278.1	147.4	370.68
1971-12-10T09:20	1	8.0	32.90	2932	422	9			
1971-12-13T10:00	1	7.4	31.90	1908	103		293.8	415.3	406.41
1971-12-15T09:45	1	7.4	32.20	1138	118	2			
1971-12-17T09:45	1	7.6	32.30	934	54				
1971-12-20T09:40	1	7.6	32.50	792	50				
1971-12-22T10:05	1	7.8	32.80	838	112				
1971-12-27T09:55	1	7.4	32.60	496	45	36			
1971-12-29T10:00	1	6.4	32.10	2036	238				
