/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1966 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743149, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1966-01-03T10:40:00 * DATE/TIME END: 1966-12-30T09:20:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1966 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1966-01-01T00:00:00 * DATE/TIME END: 1966-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Yeasts [#/l] (Yeasts) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	657 data points
*/
Date/Time	Depth water [m]	Temp [°C]	Sal	Bact mar culti [#/ml]	Bact fw culti [#/ml]	Yeasts [#/l]	O2 [µmol/l]	BOD [µmol/l]
1966-10-19T09:30	1	14.4	32.70	670	251			
1966-10-21T08:15	1	14.4	33.00	225	11			
1966-10-24T09:05	1	13.5	33.00	380	82		266.6	72.8
1966-10-26T08:15	1	13.5	32.60	225	41			
1966-10-28T08:15	1	12.9	32.20	251	33			
1966-11-02T10:10	1	12.0	32.80	277	14		258.1	89.8
1966-11-04T09:15	1	11.7	32.90	301	35			
1966-11-07T09:40	1	12.1	33.30	314	56	8	261.9	57.6
1966-11-09T08:30	1	12.2	33.30	206	6			
1966-11-10T09:55	1	11.9	33.30	184	9		260.0	74.1
1966-11-11T09:00	1	11.4	33.20	362	75		198.4	55.4
1966-11-14T09:50	1	10.7	32.90	130	36	68	268.4	53.1
1966-11-18T08:00	1	10.7	33.20	167	30			
1966-11-19T09:00	1	6.8	32.50	227	54			
1966-11-21T09:45	1	9.3	32.40	263	79	12	275.9	75.9
1966-11-23T10:05	1	9.0	32.40	195	52			
1966-11-25T10:15	1	9.4	33.00	127	20			
1966-11-28T10:00	1	9.4	33.00	116	16	8	270.6	74.1
1966-12-02T09:00	1	9.1	33.00	112	15			
1966-12-05T09:50	1	8.6	33.00	212	44	11	278.4	59.4
1966-12-07T10:15	1	8.2	32.90	180	25			
1966-12-09T10:05	1	7.9	32.90	161	25			
1966-12-12T10:05	1	7.3	32.70	96	17		284.4	66.1
1966-12-14T10:10	1	6.9	32.80	188	30			
1966-12-16T09:40	1	7.6	32.60	111	37			
1966-12-21T10:20	1	5.9	31.30	168	116			
1966-12-23T10:10	1	5.9	31.40	152	106			
1966-12-27T10:25	1	4.9	30.20	132	121		319.1	115.7
1966-12-30T09:20	1	5.7	32.10	125	56			
