/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1970 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743153, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1970-01-05T09:50:00 * DATE/TIME END: 1970-12-23T09:00:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1970 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1970-01-01T00:00:00 * DATE/TIME END: 1970-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Yeasts [#/l] (Yeasts) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; without nutrient addition
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	685 data points
*/
Date/Time	Depth water [m]	Temp [°C] (Mercury thermometer, in situ)	Sal (PSU, Salinometer, inductive)	Bact mar culti [#/ml] (Plate counts)	Bact fw culti [#/ml] (Plate counts)	Yeasts [#/l] (Plate counts)	O2 [µmol/l] (Oxygen, Winkler (Culberson, 1...)	BOD [µmol/l] (14 days; with nutrient additi...)	BOD [µmol/l] (14 days; without nutrient add...)
1970-07-08T10:05	1	15.3	30.60	164	10				
1970-07-10T09:00	1	15.7	31.10	171	31				
1970-07-13T09:15	1	15.4	30.80	182	23	20			
1970-07-15T09:25	1	14.9	31.00	870	30				
1970-07-17T09:05	1	14.7	30.90	810	95				
1970-07-20T09:00	1	15.2	30.90	980	49				
1970-07-22T09:30	1	14.9	31.00	1640	113				
1970-07-31T08:45	1	16.6	30.80	318					
1970-08-05T10:35	1	17.5	31.00	1230					
1970-08-12T09:00	1	16.6	31.00	181	16				
1970-08-14T08:50	1	17.1	30.60	1070	28				
1970-08-17T09:05	1	16.8	31.30	600	67				
1970-08-19T09:30	1	16.4	31.70	374	66				
1970-08-21T08:50	1	16.4	32.00	199	30				
1970-08-24T09:35	1	16.8	31.70	255	50		221.9	84.9	133.98
1970-08-26T09:00	1	17.0	30.70	146	15				
1970-08-28T08:55	1	17.3	30.50	138	28				
1970-08-31T08:30	1	17.2	30.80	189	24		262.5	116.1	187.57
1970-09-02T08:35	1	16.7	32.00	780	190				
1970-09-04T09:00	1	16.5	31.80	218	83				
1970-09-07T09:00	1	16.0	31.20	710	131		237.5	75.9	151.84
1970-09-11T09:00	1	16.0	31.70	166	93				
1970-09-14T09:00	1	15.8	32.10	287	38				
1970-09-16T09:30	1	15.8	31.90	111	60				
1970-09-18T09:20	1	15.6	31.80	1570	137				
1970-09-21T09:10	1	15.7	31.90	1470	157		237.5	93.8	156.31
1970-09-23T09:20	1	15.3	31.30	308	47				
1970-09-25T09:30	1	15.4	31.30	216	100				
1970-09-28T09:00	1	15.1	31.80	182	69		253.1	107.2	151.84
1970-09-30T09:20	1	15.2	32.10	162	18				
1970-10-02T09:00	1	14.9	32.30	470	63				
1970-10-05T08:45	1	14.2	30.70	1210	87		250.0	93.8	227.77
1970-10-07T08:50	1	14.2	31.40	760	44				
1970-10-09T08:40	1	14.4	31.80	560	23				
1970-10-12T08:45	1	14.3	31.90	620	28		246.9	102.7	183.11
1970-10-14T09:20	1	14.3	32.10	430	29				
1970-10-16T08:15	1	13.9	32.10	500	19				
1970-10-19T09:10	1	13.7	31.70	900	37		262.5	80.4	223.30
1970-10-23T08:40	1	11.8	30.00	1290	67				
1970-10-26T08:50	1	12.3	30.80	1180	60		259.4	71.5	245.63
1970-10-28T08:45	1	12.0	30.60	1540					
1970-10-30T08:45	1	11.9	30.70	1010	66				
1970-11-02T08:50	1	11.6	30.90	1250	121		268.8	84.9	267.96
1970-11-04T08:45	1	11.5	30.80	1140	130				
1970-11-06T08:40	1	10.9	30.60	940	67				
1970-11-09T09:10	1	10.2	30.40	1400	100				
1970-11-11T09:45	1	9.9	30.30	1080	69				
1970-11-13T09:10	1	10.1	31.10	670	54				
1970-11-16T09:50	1	10.1	32.00	710	76		265.6	75.9	223.30
1970-11-20T09:10	1	9.6	32.20	940	69				
1970-11-25T09:10	1	9.1	33.30	560	41				
1970-11-27T09:15	1	9.6	34.00	480	27	9			
1970-11-30T09:30	1	9.5	33.90	560	41		271.9	80.4	151.84
1970-12-02T09:15	1	9.3	34.00	840	98	40			
1970-12-04T09:10	1	9.0	33.90	740	109				
1970-12-07T09:25	1	8.8	33.80	860	510		296.9	89.3	223.30
1970-12-09T09:30	1	8.4	33.20	1220	101	11			
1970-12-11T09:15	1	8.1	31.90	2100	200				
1970-12-14T09:25	1	8.4	33.40	1290	98				
1970-12-16T09:25	1	8.0	32.70	1530	195	22	284.4	71.5	174.17
1970-12-21T09:35	1	7.6	33.10						
1970-12-23T09:00	1			860	83	43			
